,name,ratings,no_of_ratings,discount_price,actual_price,brand,size,color,resolution,type
684,Sipper - Keep Calm & Don't Die Style Code SIP-TV_SP_Calm,,,499.0,599.0,Generic,,,,
685,ANKIT Electronic Samsung 80cm Smart LED TV (UA32T4310BKXXL),,,,,Generic,31.496062992125985,,,Smart TV
686,Enterprises Triple-A Tronics India 126 cm (50 inches) HD Ready Smart Android LED TV,,,,,Generic,50.0,,HD,Smart TV
687,Enterprises Triple-A Tronics India 108 cm (43 inches) HD Ready Smart Android LED TV,,,,,Generic,43.0,,HD,Smart TV
688,Enterprises Triple-A Tronics India 80 cm (32 inch) HD Ready Smart Android LED TV,,,,,Generic,32.0,,HD,Smart TV
689,Enterprises Triple-A Tronics India 60 cm (24 inches) HD Ready Smart Android LED TV,,,,,Generic,24.0,,HD,Smart TV
690,"BPL 109.22 cm (43 inch) Full HD Smart LED TV, 43F-A4301(492796630)",,,25000.0,40000.0,BPL,43.0,,FULL HD,Smart TV
691,"BPL 109.22 cm (43 inch) Ultra HD (4K) Smart LED TV, 43U-C7310(493286014)",,,29990.0,45000.0,BPL,43.0,,ULTRA HD,Smart TV
692,RR IGROUPS 127 cm (50 inch) 4K Ultra HD LED Smart WebOS TV (2022 Model),,,,,Generic,50.0,,4K,Smart TV
693,RR IGROUPS A Series 80 cm (32 inch) HD Ready LED Smart Android TV (2021 Model),,,,,Generic,32.0,,HD,Smart TV
694,RR IGROUPS 109 cm (43 inch) 4K Ultra HD Smart WebOS TV,,,,,Generic,43.0,,4K,Smart TV
695,RR IGROUPS A Series 139 cm (55 inch) 4K LED Smart Android TV (2021 Model),,,,,Generic,55.0,,4K,Smart TV
696,RR IGROUPS 102 cm (40 inch) Full HD LED Smart Android TV with Google Assistant (2022 Model),,,,,Generic,40.0,,FULL HD,Smart TV
697,"MICROSMT M68 Smart LED TV (32-SMT-512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
698,"MICROSMT M32 Smart LED TV (40-SMT-1024/08-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
699,"MICROSMT M26 Smart LED TV (32-SMT-512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
700,"MICROSMT M60 Smart LED TV (65-SMT-FL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
701,"MICROSMT M47 Smart LED TV (32-SMT-512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
702,"MICROSMT M17 Smart LED TV (55-SMT-FL/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
703,"MICROSMT M81 Smart LED TV (65-SMT-FL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
704,"MICROSMT M57 Smart LED TV (50-SMT-SB/1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
705,"MICROSMT M16 Smart LED TV (55-SMT-SB/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
706,"MICROSMT M36 Smart LED TV (50-SMT-SB/1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
707,"MICROSMT M18 Smart LED TV (65-SMT-FL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
708,"MICROSMT M39 Smart LED TV (65-SMT-FL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
709,"MICROSMT M69 Smart LED TV (32-SMT-1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
710,"MICROSMT M41 Smart LED TV (75-SMT-4K/1024/08-KSR-22),75 Inches.",,,,,MI,75.0,,4K,Smart TV
711,"MICROSMT M19 Smart LED TV (65-SMT-SL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
712,"MICROSMT M15 Smart LED TV (50-SMT-SB/1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
713,"MICROSMT M53 Smart LED TV (40-SMT-1024/08-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
714,"MICROSMT M51 Smart LED TV (40-HD-KSR-22),40 Inches.",,,,,MI,40.0,,HD,Smart TV
715,"MICROSMT M46 Smart LED TV (32-HD-KSR-22),24 incehs.",,,,,MI,24.0,,HD,Smart TV
716,"MICROSMT M34 Smart LED TV (43-SMT-FL/1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
717,"MICROSMT M71 Smart LED TV (32-SMT-SB/1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
718,"MICROSMT M77 Smart LED TV (50-SMT-1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
719,"MICROSMT M65 Smart LED TV (24-HD-KSR-22),24 Inches.",,,,,MI,24.0,,HD,Smart TV
720,"MICROSMT M58 Smart LED TV (55-SMT-SB/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
721,"MICROSMT M54 Smart LED TV (43-SMT-1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
722,"MICROSMT M29 Smart LED TV (32-SMT-SB/1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
723,"MICROSMT M3 Smart LED TV (24-SMT-KSR-22),24 incehs.",,,,,MI,24.0,,,Smart TV
724,"MICROSMT M23 Smart LED TV (24-HD-KSR-22),24 Inches.",,,,,MI,24.0,,HD,Smart TV
725,"MICROSMT M30 Smart LED TV (40-HD-KSR-22),40 Inches.",,,,,MI,40.0,,HD,Smart TV
726,"MICROSMT M70 Smart LED TV (32-SMT-FL/512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
727,"MICROSMT M67 Smart LED TV (32-HD-KSR-22),24 incehs.",,,,,MI,24.0,,HD,Smart TV
728,"MICROSMT M42 Smart LED TV (75-SMT-SL/1024/08-KSR-22),75 Inches.",,,,,MI,75.0,,,Smart TV
729,"MICROSMT M12 Smart LED TV (43-SMT-1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
730,"MICROSMT M4 Smart LED TV (32-HD-KSR-22),24 incehs.",,,,,MI,24.0,,HD,Smart TV
731,"MICROSMT M79 Smart LED TV (55-SMT-SB/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
732,"MICROSMT M20 Smart LED TV (75-SMT-4K/1024/08-KSR-22),75 Inches.",,,,,MI,75.0,,4K,Smart TV
733,"MICROSMT M40 Smart LED TV (65-SMT-SL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
734,"MICROSMT M48 Smart LED TV (32-SMT-1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
735,"MICROSMT M78 Smart LED TV (50-SMT-SB/1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
736,"MICROSMT M52 Smart LED TV (40-SMT-512/04-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
737,"MICROSMT M44 Smart LED TV (24-HD-KSR-22),24 Inches.",,,,,MI,24.0,,HD,Smart TV
738,"MICROSMT M8 Smart LED TV (32-SMT-SB/1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
739,"MICROSMT M38 Smart LED TV (55-SMT-FL/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
740,"MICROSMT M61 Smart LED TV (65-SMT-SL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
741,"MICROSMT M24 Smart LED TV (24-SMT-KSR-22),24 incehs.",,,,,MI,24.0,,,Smart TV
742,"MICROSMT M50 Smart LED TV (32-SMT-SB/1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
743,"MICROSMT M66 Smart LED TV (24-SMT-KSR-22),24 incehs.",,,,,MI,24.0,,,Smart TV
744,"MICROSMT M7 Smart LED TV (32-SMT-FL/512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
745,"MICROSMT M75 Smart LED TV (43-SMT-1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
746,"MICROSMT M31 Smart LED TV (40-SMT-512/04-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
747,"MICROSMT M37 Smart LED TV (55-SMT-SB/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
748,"MICROSMT M74 Smart LED TV (40-SMT-1024/08-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
749,"MICROSMT M80 Smart LED TV (55-SMT-FL/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
750,"MICROSMT M28 Smart LED TV (32-SMT-FL/512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
751,"MICROSMT M11 Smart LED TV (40-SMT-1024/08-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
752,"MICROSMT M25 Smart LED TV (32-HD-KSR-22),24 incehs.",,,,,MI,24.0,,HD,Smart TV
753,"MICROSMT M27 Smart LED TV (32-SMT-1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
754,"MICROSMT M63 Smart LED TV (75-SMT-SL/1024/08-KSR-22),75 Inches.",,,,,MI,75.0,,,Smart TV
755,"MICROSMT M49 Smart LED TV (32-SMT-FL/512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
756,"MICROSMT M10 Smart LED TV (40-SMT-512/04-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
757,"MICROSMT M33 Smart LED TV (43-SMT-1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
758,"MICROSMT M84 Smart LED TV (75-SMT-SL/1024/08-KSR-22),75 Inches.",,,,,MI,75.0,,,Smart TV
759,"MICROSMT M45 Smart LED TV (24-SMT-KSR-22),24 incehs.",,,,,MI,24.0,,,Smart TV
760,"MICROSMT M6 Smart LED TV (32-SMT-1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
761,"MICROSMT M56 Smart LED TV (50-SMT-1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
762,"MICROSMT M35 Smart LED TV (50-SMT-1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
763,"MICROSMT M62 Smart LED TV (75-SMT-4K/1024/08-KSR-22),75 Inches.",,,,,MI,75.0,,4K,Smart TV
764,"MICROSMT M13 Smart LED TV (43-SMT-FL/1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
765,"MICROSMT M14 Smart LED TV (50-SMT-1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
766,"MICROSMT M21 Smart LED TV (75-SMT-SL/1024/08-KSR-22),75 Inches.",,,,,MI,75.0,,,Smart TV
767,"MICROSMT M82 Smart LED TV (65-SMT-SL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
768,"MICROSMT M83 Smart LED TV (75-SMT-4K/1024/08-KSR-22),75 Inches.",,,,,MI,75.0,,4K,Smart TV
769,"MICROSMT M9 Smart LED TV (40-HD-KSR-22),40 Inches.",,,,,MI,40.0,,HD,Smart TV
770,"MICROSMT M72 Smart LED TV (40-HD-KSR-22),40 Inches.",,,,,MI,40.0,,HD,Smart TV
771,"MICROSMT M59 Smart LED TV (55-SMT-FL/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
772,"MICROSMT M55 Smart LED TV (43-SMT-FL/1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
773,"MICROSMT M73 Smart LED TV (40-SMT-512/04-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
774,"MICROSMT M5 Smart LED TV (32-SMT-512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
775,"MICROSMT M76 Smart LED TV (43-SMT-FL/1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
776,"MICROSMT M2 Smart LED TV (24-HD-KSR-22),24 Inches.",,,,,MI,24.0,,HD,Smart TV
779,"ADISAA 40 Inch Smart Android LED TV, Black",,,16999.0,19999.0,Generic,40.0,BLACK,,Smart TV
781,"MICROSMT Smart LED TV (75-SMT-SL/1024/08-KSR-22),75 Inches.",,,,,MI,75.0,,,Smart TV
782,"MICROSMT Smart LED TV (32-SMT-SB/1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
783,"MICROSMT Smart LED TV (24-HD-KSR-22),24 Inches.",,,,,MI,24.0,,HD,Smart TV
784,"MICROSMT Smart LED TV (32-SMT-512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
785,"MICROSMT Smart LED TV (40-SMT-512/04-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
786,"MICROSMT Smart LED TV (24-SMT-KSR-22),24 incehs.",,,,,MI,24.0,,,Smart TV
787,"MICROSMT Smart LED TV (65-SMT-SL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
788,"MICROSMT Smart LED TV (50-SMT-SB/1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
789,"MICROSMT Smart LED TV (55-SMT-FL/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
790,"MICROSMT Smart LED TV (32-SMT-1024/08-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
791,"MICROSMT Smart LED TV (65-SMT-FL/1024/08-KSR-22),65 Inches.",,,,,MI,65.0,,,Smart TV
792,"MICROSMT Smart LED TV (43-SMT-FL/1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
793,"MICROSMT Smart LED TV (40-HD-KSR-22),40 Inches.",,,,,MI,40.0,,HD,Smart TV
794,"MICROSMT Smart LED TV (40-SMT-1024/08-KSR-22),40 Inches.",,,,,MI,40.0,,,Smart TV
795,"MICROSMT Smart LED TV (50-SMT-1024/08-KSR-22),50 Inches.",,,,,MI,50.0,,,Smart TV
796,"MICROSMT Smart LED TV (32-SMT-FL/512/04-KSR-22),32 Inches.",,,,,MI,32.0,,,Smart TV
797,"MICROSMT Smart LED TV (32-HD-KSR-22),24 incehs.",,,,,MI,24.0,,HD,Smart TV
798,"MICROSMT Smart LED TV (43-SMT-1024/08-KSR-22),43 Inches.",,,,,MI,43.0,,,Smart TV
799,"MICROSMT Smart LED TV (55-SMT-SB/1024/08-KSR-22),55 Inches.",,,,,MI,55.0,,,Smart TV
800,"MICROSMT Smart LED TV (55-SMT-FL/1024/08-KSR-22),55 Inches",,,,,MI,55.0,,,Smart TV
801,"MICROSMT Smart LED TV (65-SMT-FL/1024/08-KSR-22),65 Inches",,,,,MI,65.0,,,Smart TV
802,"MICROSMT Smart LED TV (50-SMT-SB/1024/08-KSR-22),50 Inches",,,,,MI,50.0,,,Smart TV
803,"MICROSMT Smart LED TV (40-SMT-512/04-KSR-22),40 Inches",,,,,MI,40.0,,,Smart TV
804,"MICROSMT Smart LED TV (43-SMT-1024/08-KSR-22),43 Inches",,,,,MI,43.0,,,Smart TV
805,"MICROSMT Smart LED TV (65-SMT-SL/1024/08-KSR-22),65 Inches",,,,,MI,65.0,,,Smart TV
806,"MICROSMT Smart LED TV (55-SMT-SB/1024/08-KSR-22),55 Inches",,,,,MI,55.0,,,Smart TV
807,"MICROSMT Smart LED TV (24-HD-KSR-22),24 Inches",,,,,MI,24.0,,HD,Smart TV
808,"MICROSMT Smart LED TV (24-SMT-KSR-22),24 incehs",,,,,MI,24.0,,,Smart TV
809,"MICROSMT Smart LED TV (50-SMT-1024/08-KSR-22),50 Inches",,,,,MI,50.0,,,Smart TV
810,"MICROSMT Smart LED TV (32-SMT-SB/1024/08-KSR-22),32 Inches",,,,,MI,32.0,,,Smart TV
811,"MICROSMT Smart LED TV (43-SMT-FL/1024/08-KSR-22),43 Inches",,,,,MI,43.0,,,Smart TV
812,"MICROSMT Smart LED TV (32-SMT-FL/512/04-KSR-22),32 Inches",,,,,MI,32.0,,,Smart TV
813,"MICROSMT Smart LED TV (32-SMT-1024/08-KSR-22),32 Inches",,,,,MI,32.0,,,Smart TV
814,"MICROSMT Smart LED TV (32-HD-KSR-22),24 incehs",,,,,MI,24.0,,HD,Smart TV
815,"MICROSMT Smart LED TV (40-SMT-1024/08-KSR-22),40 Inches",,,,,MI,40.0,,,Smart TV
816,"MICROSMT Smart LED TV (32-SMT-512/04-KSR-22),32 Inches",,,,,MI,32.0,,,Smart TV
817,"MICROSMT Smart LED TV (75-SMT-SL/1024/08-KSR-22),75 Inches",,,,,MI,75.0,,,Smart TV
818,"MICROSMT Smart LED TV (40-HD-KSR-22),40 Inches",,,,,MI,40.0,,HD,Smart TV
819,"Impex Grande 40 Smart AU20 102 cm (40 inch) Google Certified Smart Android 9 HD Ready LED TV, 2 Years Doorstep Warranty, S...",,,,,Generic,40.0,,HD,Smart TV
820,"Impex Grande 139 cm (55 inch) Google Certified Smart Android 10 Full HD LED TV, 1 Years Doorstep Warranty, Storage Memory ...",5.0,1,,,Generic,55.0,,FULL HD,Smart TV
821,Orden 32 Smart Frameless LED TV | HD Ready| Black Body | Model 32001 | 2023,,,,,Generic,,BLACK,HD,Smart TV
823,LLOYD 109 cm (43 Inches) 4K Ultra HD Smart LED TV 43UX900D (Black) (2022 Model),,,28750.0,47990.0,Generic,43.0,BLACK,4K,Smart TV
824,LLOYD 109 cm (43 Inches) 4K Ultra HD Smart LED TV 43US850E (Black) (2022 Model),,,28000.0,52490.0,Generic,43.0,BLACK,4K,Smart TV
826,Melbon Smart LED TV with 18 Months Warranty (Black) (40),,,,,Generic,,BLACK,,Smart TV
827,"ONLY BRAND Microsmt Smart LED TV (40-SMT-512/04-KSR-22),40 Inches",,,,,Generic,40.0,,,Smart TV
828,"ONLY BRAND Microsmt Smart LED TV (24-HD-KSR-22),24 Inches",,,,,Generic,24.0,,HD,Smart TV
829,"ONLY BRAND Microsmt Smart LED TV (40-HD-KSR-22),40 Inches",,,,,Generic,40.0,,HD,Smart TV
830,"ONLY BRAND Microsmt Smart LED TV (43-SMT-1024/08-KSR-22),43 Inches",,,,,Generic,43.0,,,Smart TV
831,"ONLY BRAND Microsmt Smart LED TV (32-SMT-FL/512/04-KSR-22),32 Inches",,,,,Generic,32.0,,,Smart TV
832,"ONLY BRAND Microsmt Smart LED TV (50-SMT-1024/08-KSR-22),50 Inches",,,,,Generic,50.0,,,Smart TV
833,"ONLY BRAND Microsmt Smart LED TV (75-SMT-4K/1024/08-KSR-22),75 Inches",,,,,Generic,75.0,,4K,Smart TV
834,"ONLY BRAND Microsmt Smart LED TV (43-SMT-FL/1024/08-KSR-22),43 Inches",,,,,Generic,43.0,,,Smart TV
835,"ONLY BRAND Microsmt Smart LED TV (40-SMT-1024/08-KSR-22),40 Inches",,,,,Generic,40.0,,,Smart TV
836,"ONLY BRAND Microsmt Smart LED TV (55-SMT-FL/1024/08-KSR-22),55 Inches",,,,,Generic,55.0,,,Smart TV
837,"ONLY BRAND Microsmt Smart LED TV (32-HD-KSR-22),24 incehs",,,,,Generic,24.0,,HD,Smart TV
838,"ONLY BRAND Microsmt Smart LED TV (24-SMT-KSR-22),24 incehs",,,,,Generic,24.0,,,Smart TV
839,"ONLY BRAND Microsmt Smart LED TV (32-SMT-512/04-KSR-22),32 Inches",,,,,Generic,32.0,,,Smart TV
840,"ONLY BRAND Microsmt Smart LED TV (65-SMT-FL/1024/08-KSR-22),65 Inches",,,,,Generic,65.0,,,Smart TV
841,"ONLY BRAND Microsmt Smart LED TV (32-SMT-1024/08-KSR-22),32 Inches",,,,,Generic,32.0,,,Smart TV
842,"ONLY BRAND Microsmt Smart LED TV (50-SMT-SB/1024/08-KSR-22),50 Inches",,,,,Generic,50.0,,,Smart TV
843,"ONLY BRAND Microsmt Smart LED TV (55-SMT-SB/1024/08-KSR-22),55 Inches",,,,,Generic,55.0,,,Smart TV
844,"ONLY BRAND Microsmt Smart LED TV (32-SMT-SB/1024/08-KSR-22),32 Inches",,,,,Generic,32.0,,,Smart TV
845,"Impex Grande 127 cm (50 inches) Google Certified Smart Android 10 Full HD LED TV, 1 Years Doorstep Warranty, Storage Memor...",,,,,Generic,50.0,,FULL HD,Smart TV
847,Durgesh Frameless Series 4k Ultra HD Smart Certified Android IPS LED TV 43S6G Pro (Black) 108 cm (43 inches),,,,,Generic,43.0,BLACK,4K,Smart TV
848,AZIANO 127 cm (50 Inches) 4K UHD Smart Android LED TV 50 AZ50SFLA11Built-in Soundbar (Black),,,,,Generic,50.0,BLACK,4K,Smart TV
849,Metz 108 cm (43 Inches) 4K Ultra HD Smart IPS LED TV 43MUE7600 (Black) (2022 Model),,,69990.0,74900.0,Generic,43.0,BLACK,4K,Smart TV
850,Metz 138 cm (55 Inches) 4K Ultra HD Smart IPS LED TV 55MUE7600 (Black) (2022 Model),,,85990.0,179900.0,Generic,55.0,BLACK,4K,Smart TV
851,Metz 126 cm (50 Inches) 4K Ultra HD Smart IPS LED TV 50MUE7600 (Black) (2022 Model),,,75990.0,99900.0,Generic,50.0,BLACK,4K,Smart TV
852,AZIANO 80 cm (32 inches) 4k Ready Smart Android LED TV 32 AZSFL32 (Black),,,,,Generic,32.0,BLACK,4K,Smart TV
853,"DEKO 32""(80 cm) Frame Less,Voice Command Series,Full HD Smart LED TV DK3200S (Phantom Black)",,,,,Generic,32.0,BLACK,FULL HD,Smart TV
854,Make One 65 inches HD Ready Android Smart LED TV 4k with Voice Remote (Ram 2GB ROM 16GB),,,,,Generic,65.0,,HD,Smart TV
855,Make One 50 inches HD Ready Android Smart LED TV 4k with Voice Remote (Ram 1GB ROM 8GB),,,,,Generic,50.0,,HD,Smart TV
856,Make One 32 inches HD Ready Android Smart LED TV,,,,,Generic,32.0,,HD,Smart TV
857,Make One 24 inches HD Ready Android Smart LED TV,,,,,Generic,24.0,,HD,Smart TV
858,Make One 55 inches HD Ready Android Smart LED TV 4k with Voice Remote (Ram 2GB ROM 16GB),,,,,Generic,55.0,,HD,Smart TV
859,Make One 55 inches HD Ready Android Smart LED TV 2k with Voice Remote (Ram 2GB ROM 16GB),,,,,Generic,55.0,,HD,Smart TV
860,Make One 50 inches HD Ready Android Smart LED TV with Voice Remote (Ram 1GB ROM 8GB),,,,,Generic,50.0,,HD,Smart TV
861,Make One 43 inches HD Ready Android Smart LED TV with Voice Remote,,,,,Generic,43.0,,HD,Smart TV
862,Make One 40 inches HD Ready Android Smart LED TV,,,,,Generic,40.0,,HD,Smart TV
863,Make One 32 inches HD Ready Android Smart LED TV with Voice Remote,,,,,Generic,32.0,,HD,Smart TV
864,Kanaha Gadgets 80 cm (32 inches) Android HD Ready Smart LED TV with IPS Display & Frameless,,,10449.0,15999.0,Generic,32.0,,HD,Smart TV
865,Aiwa MAGNIFIQ 80 cm (32 inches) HD Ready Smart Android LED TV AS32HDX1 (Black) (2022 Model) | Powered by Android 11,,,24000.0,30000.0,Generic,32.0,BLACK,HD,Smart TV
866,TRUSENSE 164 cm (65 Inch) TS 6500 | 4K Ultra HD Smart TV with Web OS | Bezel-Less LED | (Black),,,54999.0,70000.0,TRUSENSE,65.0,BLACK,4K,Smart TV
867,TRUSENSE 109 cm (43 Inch) TS 4343 | 4K Ultra HD Smart TV with Web OS | Bezel-Less LED | (Black),5.0,1,27477.0,35000.0,TRUSENSE,43.0,BLACK,4K,Smart TV
868,TRUSENSE 127 cm (50 Inch) TS 5000 | 4K Ultra HD Smart TV with Web OS | Bezel-Less LED | (Black),,,33399.0,45000.0,TRUSENSE,50.0,BLACK,4K,Smart TV
869,TIAMO 80 cm (32 inches) Bezel-Less Ultra Clear Smart LED TV,,,,,Generic,32.0,,,Smart TV
870,"NEBILLIO 109.22 cm (43"") IPS Panel Wide Viewing Angle Smart LED TV with 4K Resolution, Blutooth and Voice Control Remote",,,29990.0,44990.0,NEBILLIO,43.0,,4K,Smart TV
871,"NEBILLIO 60.96 cm (24"") Dynamic Contrast & IPS Panel Wide Viewing Angle Smart LED TV with Bezle",,,9990.0,19990.0,NEBILLIO,24.0,,,Smart TV
872,NEBILLIO 108 cm (43 inches) Bezelless Smart LED TV (kes43A3BL),2.0,1,26990.0,42990.0,NEBILLIO,43.0,,,Smart TV
873,NEBILLIO 80 cm (32 inches) Bezelless Smart LED TV (kes3273BL),1.0,1,,,NEBILLIO,32.0,,,Smart TV
874,"NEBILLIO 109.22 cm (43"") IPS Panel Wide Viewing Angle Smart LED TV with Blutooth and Voice Control Remote",,,28990.0,43990.0,NEBILLIO,43.0,,,Smart TV
875,"NEBILLIO 80 cm (32"") IPS Panel Wide Viewing Angle Smart LED TV with Blutooth and Voice Control Remote",,,15990.0,31990.0,NEBILLIO,32.0,,,Smart TV
876,NEBILLIO 80 cm (32 inches) Toughened Glass Smart LED TV (kes3283T),,,16990.0,32990.0,NEBILLIO,32.0,,,Smart TV
877,"NEBILLIO 101.6 cm (40"") Dynamic Contrast & IPS Panel Wide Viewing Angle Toughened Glass Smart LED TV",,,22990.0,37990.0,NEBILLIO,40.0,,,Smart TV
878,"NEBILLIO 101.6 cm (40"") Dynamic Contrast & IPS Panel Wide Viewing Angle Smart LED TV with Bezle",,,20990.0,36990.0,NEBILLIO,40.0,,,Smart TV
879,"NEBILLIO 80 cm (32"") Dynamic Contrast & IPS Panel Wide Viewing Angle Smart LED TV with Bezle",,,14490.0,28990.0,NEBILLIO,32.0,,,Smart TV
880,Salora 98 cm (39 Inches) HD Android Ready Smart LED TV SLV-4392 SH (Black) (2021 Model),,,,,Generic,39.0,BLACK,HD,Smart TV
881,Salora 80 cm (32 Inches) HD Android Ready Smart LED TV SLV-4324 SL (Black) (2021 Model),,,,,Generic,32.0,BLACK,HD,Smart TV
883,"TELESTONE Smart LED TV 101cm, 40 inch | Screen Shot LED | Slim Bezel | A+ Grade Panel | HD-1366X768P | True Color 60Hz | S...",,,24499.0,34999.0,TELESTONE,40.0,,HD,Smart TV
884,"TELESTONE Smart LED TV 101cm, 40 inch | Slim Bezel | A+ Grade Panel | HD-1366X768P | True Color 60Hz",,,18198.0,34999.0,TELESTONE,40.0,,HD,Smart TV
885,"TELESTONE Smart LED TV 80cm, 32 inch | Slim Bezel | A+ Grade Panel | Screenshot Feature | HD-1366X768P | True Color 60Hz",,,13498.0,29999.0,TELESTONE,32.0,,HD,Smart TV
886,"TELESTONE Non Smart LED TV, 32 inch | Slim Bezel | A+ Grade Panel | HD-1366X768P | True Color 60Hz",,,10498.0,29999.0,TELESTONE,32.0,,HD,Smart TV
887,SUNDUM 80 cm (32 inches) HD Ready Smart LED TV 32 (Black),,,7500.0,15999.0,Generic,32.0,BLACK,HD,Smart TV
888,SUNDUM 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),,,5500.0,11999.0,Generic,24.0,BLACK,HD,LED TV
889,Superamsung 43 inch Smart LED TV (Frameless),,,22490.0,23990.0,Generic,43.0,,,Smart TV
890,Superamsung 24 inch LED TV,,,8490.0,8990.0,Generic,24.0,,,LED TV
891,Superamsung 32 Inch Smart LED TV (Frameless),,,16290.0,16990.0,Generic,32.0,,,Smart TV
892,AZIANO 80 cm (32 inches) 4k Ready Smart Android LED TV 32 AZSFL32 (Rose Gold),,,,,Generic,32.0,GOLD,4K,Smart TV
893,"GARUDA Bezelless 109 cm (43 inch) Full HD Smart Android LED TV, Black (2023 Model)",,,17999.0,42950.0,Generic,43.0,BLACK,FULL HD,Smart TV
894,Nextview 140cm (55 Inch) Web OS Smart HD TV (WBNV4K055U),,,36500.0,55000.0,NEXTVIEW,55.0,,HD,Smart TV
895,Nextview 126cm (50 Inch) Web OS Smart HD TV (WBNV4K050U),,,31500.0,50000.0,NEXTVIEW,50.0,,HD,Smart TV
896,Nextview 140cm (55 Inch) Frameless Design Web OS Q LED Smart HD TV with inbuilt Sound Bar (WBNV4S55Q).Made in India,,,45000.0,100000.0,NEXTVIEW,55.0,,HD,Smart TV
