,name,ratings,no_of_ratings,discount_price,actual_price,brand,size,color,resolution,type
0,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),4.2,8877,12990.0,22900.0,SAMSUNG,32.0,BLACK,HD,Smart TV
1,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),4.2,34286,13999.0,24999.0,MI,32.0,BLACK,HD,Smart TV
2,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black),4.2,47642,13999.0,24999.0,REDMI,32.0,BLACK,HD,Smart TV
3,OnePlus 138 cm (55 inches) Y Series 4K Ultra HD Smart Android LED TV 55Y1S Pro (Black),4.2,8290,38999.0,49999.0,ONEPLUS,55.0,BLACK,4K,Smart TV
4,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),4.2,36800,14999.0,19999.0,ONEPLUS,32.0,BLACK,HD,Smart TV
5,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),4.4,7943,10999.0,19990.0,ACER,32.0,BLACK,HD,Smart TV
6,Redmi 108 cm (43 inches) Android 11 Series Full HD Smart LED TV L43M6-RA/L43M7-RA (Black),4.2,47642,21999.0,34999.0,REDMI,43.0,BLACK,FULL HD,Smart TV
7,VW 80 cm (32 inches) Frameless Series HD Ready Android Smart LED TV VW32S (Black),4.0,7163,7999.0,16999.0,VW,32.0,BLACK,HD,Smart TV
8,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA43AUE65AKXXL (Black),4.3,7879,29990.0,47900.0,SAMSUNG,43.0,BLACK,4K,Smart TV
9,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),4.3,7879,28990.0,52900.0,SAMSUNG,43.0,BLACK,4K,Smart TV
10,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),4.3,12510,13990.0,21990.0,LG,32.0,GRAY,HD,Smart TV
11,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),4.2,8290,32999.0,45999.0,ONEPLUS,50.0,BLACK,4K,Smart TV
12,Acer 139 cm (55 inches) I Series 4K Ultra HD Android Smart LED TV AR55AR2851UDFL (Black),4.4,7943,29999.0,47990.0,ACER,55.0,BLACK,4K,Smart TV
13,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),4.3,4811,6999.0,12999.0,VW,32.0,BLACK,HD,LED TV
14,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),4.2,8290,29999.0,39999.0,ONEPLUS,43.0,BLACK,4K,Smart TV
15,Hisense 139 cm (55 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 55A6H (Black),4.1,1902,34999.0,59990.0,HISENSE,55.0,BLACK,4K,Smart TV
16,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black),4.2,36800,15999.0,21999.0,ONEPLUS,32.0,BLACK,HD,Smart TV
17,TCL 100 cm (40 inches) Full HD Certified Android Smart LED TV 40S6505 (Black),4.2,1308,16990.0,40990.0,TCL,40.0,BLACK,FULL HD,Smart TV
18,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black),4.2,47642,26999.0,42999.0,REDMI,43.0,BLACK,4K,Smart TV
19,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7500PSF (Ceramic Black),4.3,1658,30490.0,49990.0,LG,43.0,BLACK,4K,Smart TV
20,Acer 80 cm (32 inches) S Series HD Ready Android Smart LED TV AR32AR2841HDSB (Black),4.4,2687,11999.0,22990.0,ACER,32.0,BLACK,HD,Smart TV
21,iFFALCON 80 cm (32 inches) HD Ready Smart LED TV 32F53 (Black),4.2,1498,8999.0,27990.0,IFFALCON,32.0,BLACK,HD,Smart TV
22,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),4.4,7943,26999.0,40990.0,ACER,50.0,BLACK,4K,Smart TV
23,Acer 109 cm (43 inches) I Series 4K Ultra HD Android Smart LED TV AR43AR2851UDFL (Black),4.4,7943,22999.0,34990.0,ACER,43.0,BLACK,4K,Smart TV
24,iFFALCON 147 cm (58 inches) 4K Ultra HD Smart LED Google TV iFF58U62 (Black),4.2,2033,33999.0,85990.0,IFFALCON,58.0,BLACK,4K,Smart TV
25,Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),4.1,1902,29999.0,54990.0,HISENSE,50.0,BLACK,4K,Smart TV
26,MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV L40M7-EAIN (Black),4.2,34286,21999.0,29999.0,MI,40.0,BLACK,FULL HD,Smart TV
27,Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black),4.4,7943,16999.0,24990.0,ACER,40.0,BLACK,FULL HD,Smart TV
28,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X74K (Black),4.7,8000,69990.0,139900.0,SONY,65.0,BLACK,4K,Smart TV
29,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),4.2,36800,23679.0,31999.0,ONEPLUS,43.0,BLACK,FULL HD,Smart TV
30,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X74K (Black),4.7,8000,41999.0,69900.0,SONY,43.0,BLACK,4K,Smart TV
31,Samsung 138 cm (55 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA55AUE65AKXXL (Black),4.3,7879,45990.0,70900.0,SAMSUNG,55.0,BLACK,4K,Smart TV
32,Redmi 126 cm (50 inches) 4K Ultra HD Android Smart LED TV X50 | L50M6-RA (Black),4.2,47642,32999.0,44999.0,REDMI,50.0,BLACK,4K,Smart TV
33,TCL 126 cm (50 inches) 4K Ultra HD Certified Android Smart LED TV 50P615 (Black),4.2,2809,26990.0,62990.0,TCL,50.0,BLACK,4K,Smart TV
34,Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),3.8,3098,7499.0,15999.0,KODAK,32.0,BLACK,HD,LED TV
35,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),4.2,2809,21990.0,51990.0,TCL,43.0,BLACK,4K,Smart TV
36,VU 108 cm (43 inches) The GloLED 84 Watt DJ Sound Series 4K Smart Google TV 43GloLED (Grey),4.5,1263,28991.0,40000.0,VU,43.0,GRAY,4K,Smart TV
37,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),4.4,2687,33999.0,49990.0,ACER,55.0,BLACK,4K,Smart TV
38,MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black),4.2,34286,23899.0,35999.0,MI,43.0,BLACK,FULL HD,Smart TV
39,coocaa 80 cm (32 inches) Frameless Series HD Ready Smart IPS LED TV 32S3U Pro (Black),4.0,327,7999.0,36990.0,COOCAA,32.0,BLACK,HD,Smart TV
40,VU 126 cm (50 inches) The GloLED Series 4K Smart LED Google TV 50GloLED (Grey),4.5,1263,32999.0,55000.0,VU,50.0,GRAY,4K,Smart TV
41,Acer 126 cm (50 inches) H Series 4K Ultra HD Android Smart LED TV AR50AR2851UDPRO (Black),4.4,2687,28999.0,42990.0,ACER,50.0,BLACK,4K,Smart TV
42,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),4.3,7879,43990.0,69900.0,SAMSUNG,55.0,BLACK,4K,Smart TV
44,VU 139 cm (55 inches) The GloLED Series 4K Smart LED Google TV 55GloLED (Grey),4.5,1263,38999.0,65000.0,VU,55.0,GRAY,4K,Smart TV
45,TOSHIBA 80 cm (32 inches) V Series HD Ready Smart Android LED TV 32V35KP (Silver),4.3,1932,13990.0,24990.0,TOSHIBA,32.0,SILVER,HD,Smart TV
46,VW 80 cm (32 inches) Playwall Frameless Series HD Ready Android Smart LED TV VW3251 (Black),4.3,927,8499.0,15999.0,VW,32.0,BLACK,HD,Smart TV
47,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart LED Google TV KD-55X74K (Black),4.7,8000,57990.0,99900.0,SONY,55.0,BLACK,4K,Smart TV
48,iFFALCON 108 cm (43 inches) 4K Ultra HD Smart LED Google TV iFF43U62 (Black),4.2,2033,20999.0,49990.0,IFFALCON,43.0,BLACK,4K,Smart TV
49,Kodak 80 cm (32 inches) HD Ready Certified Android LED TV 32HDX7XPRO (Black),4.2,13120,9499.0,12999.0,KODAK,32.0,BLACK,HD,Android TV
50,VW 80 cm (32 inches) Linux Series Frameless HD Ready Smart LED TV VW32C2 (Black),4.5,90,7999.0,16999.0,VW,32.0,BLACK,HD,Smart TV
51,MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),4.3,21591,30899.0,49999.0,MI,43.0,GRAY,4K,Smart TV
52,OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black),4.1,7034,40799.0,59999.0,ONEPLUS,55.0,BLACK,4K,Smart TV
54,"Samsung 32-Inch(80.13Cm) LED 1920 x 1080 Pixels, M5 FHD Smart Monitor, Speakers, Remote, 1 Billion Color, Smart TV apps, T...",4.2,2360,20599.0,36000.0,SAMSUNG,32.0,,HD,Smart TV
55,TCL 80.04 cm (32 inches) Bezel-Less S Series HD Ready Smart Android LED TV 32S5400A (Black),4.2,1308,13490.0,20990.0,TCL,32.0,BLACK,HD,Smart TV
56,Hisense 108 cm (43 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 43A6H (Black),4.1,1902,27990.0,44990.0,HISENSE,43.0,BLACK,4K,Smart TV
57,Hisense 139 cm (55 inches) Tornado 2.0 Series 4K Ultra HD Smart LED Google TV 55A7H (Silver),4.3,471,40999.0,69990.0,HISENSE,55.0,SILVER,4K,Smart TV
58,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),4.3,1932,21999.0,34990.0,TOSHIBA,43.0,SILVER,FULL HD,Smart TV
59,Onida 80 cm (32 inches) HD Ready Smart LED Fire TV 32HIF3 (Black),4.3,4579,11490.0,24990.0,ONIDA,32.0,BLACK,HD,Smart TV
60,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),4.1,2590,9499.0,19499.0,KODAK,32.0,BLACK,HD,Smart TV
61,VW 60 cm (24 inches) HD Ready Smart LED TV VW24S (Black) (2021 Model),4.0,7163,6799.0,11999.0,VW,24.0,BLACK,HD,Smart TV
62,Redmi 139 cm (55 inches) 4K Ultra HD Android Smart LED TV X55 | L55M6-RA (Black),4.2,47642,39990.0,54999.0,REDMI,55.0,BLACK,4K,Smart TV
63,Hisense 139 cm (55 inches) 4K Ultra HD Smart IPS QLED TV 55U7H (Black),3.9,381,44999.0,79990.0,HISENSE,55.0,BLACK,4K,Smart TV
64,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Black),4.4,871,8999.0,14990.0,ACER,32.0,BLACK,HD,
65,Onida 108 cm (43 inches) Full HD Smart LED Fire TV 43FIF3 (Black),4.3,4579,19990.0,38990.0,ONIDA,43.0,BLACK,FULL HD,Smart TV
66,"Samsung 27-inch(68.58cm) M5 FHD Smart Monitor, Speakers, Remote, 1 Billion Color, Smart TV apps, TV Plus, Office 365, Appl...",4.2,2360,18199.0,33500.0,SAMSUNG,27.0,,HD,Smart TV
67,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),4.3,1658,45990.0,79990.0,LG,55.0,BLACK,4K,Smart TV
68,Sony Bravia 126 cm (50 inches) 4K Ultra HD Smart LED Google TV KD-50X74K (Black),4.7,8000,51999.0,85900.0,SONY,50.0,BLACK,4K,Smart TV
69,Acer 109 cm (43 inches) H Series 4K Ultra HD Android Smart LED TV AR43AR2851UDPRO (Black),4.4,2687,25999.0,36990.0,ACER,43.0,BLACK,4K,Smart TV
70,TOSHIBA 139 cm (55 inches) 4K Ultra HD Smart QLED Google TV 55M550LP (Black),4.3,437,46999.0,79990.0,TOSHIBA,55.0,BLACK,4K,Smart TV
71,Samsung 146 cm (58 inches) Crystal 4K Pro Series Ultra HD Smart LED TV UA58AUE70AKLXL (Black),4.3,7879,48490.0,80900.0,SAMSUNG,58.0,BLACK,4K,Smart TV
72,VU 164 cm (65 inches) The GloLED Series 4K Smart LED Google TV 65GloLED (Grey),4.5,1263,52999.0,85000.0,VU,65.0,GRAY,4K,Smart TV
73,Hisense 164 cm (65 inches) Tornado 2.0 Series 4K Ultra HD Smart LED Google TV 65A7H (Silver),4.3,471,51999.0,99990.0,HISENSE,65.0,SILVER,4K,Smart TV
75,Westinghouse 80 cm (32 inches) HD Ready Smart Certified Android LED TV WH32SP12 (Black),4.3,2285,8999.0,17499.0,WESTINGHOUSE,32.0,BLACK,HD,Smart TV
76,VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),4.3,4811,5699.0,11000.0,VW,24.0,BLACK,HD,LED TV
77,Westinghouse 106 cm (43 inches) Full HD Smart Certified Android LED TV WH43SP99 (Black),4.3,2285,14999.0,20999.0,WESTINGHOUSE,43.0,BLACK,FULL HD,Smart TV
78,Sony Bravia 80 cm (32 inches) HD Ready Smart LED Google TV KD-32W820K (Black) (2022 Model) | with Alexa Compatibility,4.7,845,24999.0,34900.0,SONY,32.0,BLACK,HD,Smart TV
79,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),4.1,7034,61999.0,69999.0,ONEPLUS,65.0,BLACK,4K,Smart TV
80,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),4.2,34286,16999.0,25999.0,MI,32.0,BLACK,HD,Smart TV
81,VW 109 cm (43 inches) Playwall Frameless Series Full HD Android Smart LED TV VW43F1 (Black),4.3,927,15999.0,24999.0,VW,43.0,BLACK,FULL HD,Smart TV
82,Toshiba 108 cm (43 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 43C350LP (Silver),4.2,1147,27292.0,44990.0,TOSHIBA,43.0,SILVER,4K,Smart TV
83,Sansui 140 cm (55 inches) 4K Ultra HD Certified Android LED TV JSW55ASUHD (Mystique Black),4.3,714,33990.0,56790.0,SANSUI,55.0,BLACK,4K,Android TV
84,Havells-Lloyd 146cm (58 Inches) Ultra HD Android Smart LED TV (58US900C) Black,3.0,5,60999.0,99990.0,Generic,58.0,BLACK,ULTRA HD,Smart TV
85,VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),4.0,7163,8999.0,18999.0,VW,32.0,BLACK,HD,Smart TV
86,Vu 139 cm (55 inches) The Masterpiece Glo Series 4K Ultra HD Smart Android QLED TV 55QMP (Armani Gold) (2022 Model) | Buil...,4.6,1026,61999.0,80000.0,VU,55.0,GOLD,4K,Smart TV
87,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),4.2,34286,21999.0,29999.0,MI,40.0,BLACK,FULL HD,Android TV
88,iFFALCON 80 cm (32 inches) HD Ready LED TV 32E32 (Black),4.2,49,6999.0,18990.0,IFFALCON,32.0,BLACK,HD,LED TV
89,"Samsung 27-inch(68.58cm) M5 FHD Smart Monitor, Speakers, Remote, 1 Billion Color, Smart TV apps, TV Plus, Office 365, Appl...",4.2,2360,18507.0,33500.0,SAMSUNG,27.0,,HD,Smart TV
90,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),4.1,2590,24999.0,42999.0,KODAK,50.0,BLACK,4K,Smart TV
91,Kodak 108 cm (43 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 43UHDX7XPROBL (Black),4.1,2590,19499.0,33999.0,KODAK,43.0,BLACK,4K,Smart TV
92,Kodak 98 cm (40 inches) Full HD Certified Android LED TV 40FHDX7XPRO (Black),4.2,13120,14999.0,24999.0,KODAK,40.0,BLACK,FULL HD,Android TV
93,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),4.3,27685,,16499.0,MI,32.0,BLACK,HD,Smart TV
94,Karbonn 80 cm (32 inches) Millenium Bezel-Less Series HD Ready Smart LED TV KJW32SKHD (Phantom Black),3.9,433,8990.0,18990.0,Generic,32.0,BLACK,HD,Smart TV
95,OnePlus 163 cm (65 inches) Q Series 4K Ultra HD QLED Smart Google TV 65 Q2 Pro (Black),4.3,3,99999.0,159999.0,ONEPLUS,65.0,BLACK,4K,Smart TV
96,TOSHIBA 126 cm (50 inches) C350LP Series 4K Ultra HD Smart LED Google TV 50C350LP (Silver),4.2,1147,33999.0,54990.0,TOSHIBA,50.0,SILVER,4K,Smart TV
97,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart LED Google TV KD-55X75K (Black) (2022 Model) | with Alexa Compatibility,4.7,1624,62690.0,99900.0,SONY,55.0,BLACK,4K,Smart TV
98,Kodak 106 cm (42 inches) Full HD Certified Android Smart LED TV 42FHDX7XPRO (Black),4.2,13120,15399.0,27999.0,KODAK,42.0,BLACK,FULL HD,Smart TV
99,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),4.3,21591,46999.0,69999.0,MI,55.0,GRAY,4K,Smart TV
100,Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV KD-43X75K (Black) (2022 Model) | with Alexa Compatibility,4.7,1624,46540.0,69900.0,SONY,43.0,BLACK,4K,Smart TV
101,Kodak 108 cm (43 inches) Full HD Certified Android LED TV 43FHDX7XPROBL (Black),4.1,2590,16999.0,29999.0,KODAK,43.0,BLACK,FULL HD,Android TV
103,Sansui 60 cm (24 Inches) HD Ready LED TV JSY24NSHD (Black),3.7,157,7490.0,12990.0,SANSUI,24.0,BLACK,HD,LED TV
104,MI 125.7 cm (50 inches) 5X Series 4K Ultra HD LED Smart Android TV L50M6-ES (Grey),4.3,21591,40999.0,59999.0,MI,50.0,GRAY,4K,Smart TV
105,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black),4.1,629,10990.0,30990.0,TCL,32.0,BLACK,HD,Smart TV
106,Westinghouse 80 cm (32 inches) Pi Series HD Ready Smart LED TV WH32SP17 (Black),4.3,2285,7999.0,14999.0,WESTINGHOUSE,32.0,BLACK,HD,Smart TV
107,AmazonBasics 81cm (32 inches) Fire TV Edition HD Ready Smart LED TV AB32E10SS (Black),3.9,3987,10499.0,27000.0,Generic,32.0,BLACK,HD,Fire TV
108,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD-65X75K (Black) (2022 Model) | with Alexa Compatibility,4.7,1624,77890.0,139900.0,SONY,65.0,BLACK,4K,Smart TV
109,Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),4.2,8877,15490.0,20900.0,SAMSUNG,32.0,GRAY,HD,Smart TV
110,Samsung 138 cm (55 inches) The Frame Series 4K Smart QLED TV QA55LS03BAKLXL (Black),4.1,844,86990.0,144900.0,SAMSUNG,55.0,BLACK,4K,Smart TV
111,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),4.4,1834,29999.0,50999.0,KODAK,55.0,BLACK,4K,Smart TV
112,TOSHIBA 139 cm (55 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 55C350LP (Black),4.2,1147,38999.0,59990.0,TOSHIBA,55.0,BLACK,4K,Smart TV
113,Westinghouse 108 cm (43 inches) 4K Ultra HD Certified Android LED TV WH43UD10 (Black),4.3,2285,19499.0,33999.0,WESTINGHOUSE,43.0,BLACK,4K,Android TV
114,Vu 189 cm (75 inches) The Masterpiece Glo Series 4K Ultra HD Smart Android QLED TV 75QMP (Armani Gold) (2022 Model) | Buil...,4.6,1026,119999.0,200000.0,VU,75.0,GOLD,4K,Smart TV
115,Hisense 164 cm (65 inches) 4K Ultra HD Smart IPS QLED TV 65U7H (Black),3.9,381,64999.0,109990.0,HISENSE,65.0,BLACK,4K,Smart TV
116,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),4.2,135,11490.0,31990.0,TCL,32.0,BLACK,HD,Smart TV
117,Mi 100 cm (40 Inches) Full HD Android Smart LED TV 4A | L40M5-5AIN (Black),4.2,34286,18999.0,19999.0,MI,40.0,BLACK,FULL HD,Smart TV
118,Vu 126 cm (50 Inches) Premium 4K Series Smart Android LED TV 50PM (Grey),4.4,1277,30999.0,45000.0,VU,50.0,GRAY,4K,Smart TV
119,Westinghouse 80 cm (32 inches) HD Ready LED TV WH32PL09 (Black),3.8,212,6999.0,15999.0,WESTINGHOUSE,32.0,BLACK,HD,LED TV
121,Vu 164 cm (65 inches) The Masterpiece Glo Series 4K Ultra HD Smart Android QLED TV 65QMP (Armani Gold) (2022 Model) | Buil...,4.6,1026,86880.0,100000.0,VU,65.0,GOLD,4K,Smart TV
122,Candes 60 cm (24 Inches) Frameless Series HD Ready Smart Android Based LED TV (CTPL24EF512S) with Inbuilt Rich & Surround ...,3.4,141,6899.0,48490.0,CANDES,24.0,,HD,Smart TV
123,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ8020PSB (Dark Iron Gray),4.4,307,48990.0,89990.0,LG,55.0,GRAY,4K,Smart TV
124,Westinghouse 102 cm (40 inches) Pi Series Full HD Smart LED TV WH40SP08BL (Black),4.3,2285,13499.0,18999.0,WESTINGHOUSE,40.0,BLACK,FULL HD,Smart TV
125,Kodak 60 cm (24 inch) HD Ready LED TV  24HDX100s (Black),3.6,807,6999.0,8499.0,KODAK,24.0,BLACK,HD,LED TV
126,Sony Bravia 139 cm (55 inches) XR series 4K Ultra HD Smart OLED Google TV XR-55A80J (Black),4.8,198,124990.0,249900.0,SONY,55.0,BLACK,4K,Smart TV
127,AmazonBasics 127 cm (50 inches) 4K Ultra HD Smart LED Fire TV with Dolby Atmos and Dolby Vision (Black),3.9,3664,29499.0,56000.0,Generic,50.0,BLACK,4K,Smart TV
128,Huidi 80 cm (32 Inches) HD Ready LED TV HD6FN (Black) (2021 Model),3.8,662,6899.0,17599.0,HUIDI,32.0,BLACK,HD,LED TV
129,Mi 80 cm (32 inches) Horizon Edition HD Ready Android Smart LED TV 4A | L32M6-EI (Grey),4.2,34286,16499.0,19999.0,MI,32.0,GRAY,HD,Smart TV
130,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart LED Google TV KD-55X80K (Black),4.8,498,78840.0,129900.0,SONY,55.0,BLACK,4K,Smart TV
131,Onida 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV 43UIF (Black),4.3,155,22999.0,36990.0,ONIDA,43.0,BLACK,4K,Smart TV
132,Kodak 139 cm (55 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 55UHDX7XPROBL (Black),4.1,2590,28999.0,46999.0,KODAK,55.0,BLACK,4K,Smart TV
133,SANSUI 140 cm (55 inches) 4K Ultra HD Smart QLED Google TV JSW55GSQLED (Black),3.9,55,42990.0,59990.0,SANSUI,55.0,BLACK,4K,Smart TV
134,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,3.8,159,,,SANSUI,32.0,BLACK,HD,Smart TV
135,VU 139 cm (55 inches) Premium Series 4K Ultra HD Smart Android QLED TV 55QML (Charcoal Grey),4.3,244,39999.0,65000.0,VU,55.0,GRAY,4K,Smart TV
136,REALMERCURY 32 inch Smart Tv Android 11 Full HD 32 inch tv 80 cm 1920 * 1080 Crystal View A+IPS Technology FHD Android Sma...,4.8,6,9999.0,18599.0,Generic,32.0,,FULL HD,Smart TV
137,Huidi 60 cm (24 Inches) HD Ready LED TV HD24D1M19 (Black) (2021 Model),3.8,662,5699.0,10999.0,HUIDI,24.0,BLACK,HD,LED TV
138,REALMERCURY 32 inch smart Tv Android 11 FULL HD 32 inch tv INCLUDE BLUETOOTH 1920*1080 crystal A+IPS Technology FHD Androi...,4.6,6,9999.0,17999.0,Generic,32.0,BLUE,FULL HD,Smart TV
139,Sansui 80cm (32 inches) HD Ready Certified Android LED TV JSW32ASHD (Midnight Black) (2021 Model) | With Android 11,4.0,204,12490.0,20990.0,SANSUI,32.0,BLACK,HD,Android TV
140,TOSHIBA 164 cm (65 inches) 4K Ultra HD Smart QLED Google TV 65M550LP (Black),4.3,437,69999.0,114990.0,TOSHIBA,65.0,BLACK,4K,Smart TV
141,Hisense 108 cm (43 inches) 4K Ultra HD Smart Certified Android LED TV 43A6GE (Black),4.1,1461,,,HISENSE,43.0,BLACK,4K,Smart TV
142,Sony Bravia 80 cm (32 inches) HD Ready Smart LED Google TV KD-32W830K (Black) (2022 Model) | with Alexa Compatibility,4.7,412,26990.0,34900.0,SONY,32.0,BLACK,HD,Smart TV
143,TCL 138.8 cm (55 inches) ONKYO Soundbar Series 4K Ultra HD Certified Android Smart QLED TV 55C815 (Metallic Black),4.2,110,48990.0,189990.0,TCL,55.0,BLACK,4K,Smart TV
144,Hisense 80 cm (32 inches) Android 11 Series HD Ready Smart Certified Android LED TV 32A4G (Black),4.1,435,13490.0,24990.0,HISENSE,32.0,BLACK,HD,Smart TV
145,Sony Bravia 126 cm (50 inches) 4K Ultra HD Smart LED Google TV KD-50X75K (Black) (2022 Model) | with Alexa Compatibility,4.7,1624,56300.0,85900.0,SONY,50.0,BLACK,4K,Smart TV
146,SKYWALL 101.6 cm (40 inches) Full HD LED Smart TV 40SWFHS (Black),3.4,1008,12450.0,25270.0,SKYWALL,40.0,BLACK,FULL HD,Smart TV
147,Kodak 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43CAPRO5022 (Black),4.4,578,22999.0,39999.0,KODAK,43.0,BLACK,4K,Smart TV
148,Intex 80 cm (32 inches) HD Ready Smart LED TV Smart LED-SHF3291 (Black),4.5,2,11290.0,23999.0,INTEX,32.0,BLACK,HD,Smart TV
149,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),3.4,1008,9499.0,19125.0,SKYWALL,32.0,BLACK,HD,Smart TV
150,"Samsung 32-inch(80cm) LED 3840 x 2160 Pixels M7 4K UHD Smart Monitor, Type-C, Smart TV apps, TV Plus, Office 365, Apple Ai...",4.2,2360,,,SAMSUNG,32.0,,4K,Smart TV
151,Redmi 164 cm (65 inches) 4K Ultra HD Android Smart LED TV X65 | L65M6-RA (Black),4.2,47642,59999.0,74999.0,REDMI,65.0,BLACK,4K,Smart TV
152,AKAI 60 cms (24 Inches) HD Ready LED TV AKLT24N-D53W (Black),4.3,160,7490.0,11990.0,AKAI,24.0,BLACK,HD,LED TV
153,Samsung 108 cm (43 Inches) Crystal 7 Series 4K Ultra HD Smart LED TV 43AU7600 (Black) (2022 Model),4.1,32,33990.0,52990.0,SAMSUNG,43.0,BLACK,4K,Smart TV
154,TCL 108 cm (43 inches) Bezel-Less Series 4K Ultra HD Smart LED Google TV 43P635 (Black),4.2,2809,27990.0,52990.0,TCL,43.0,BLACK,4K,Smart TV
155,Samsung 125 cm (50 inches) The Frame Series 4K Smart QLED TV QA50LS03BAKLXL (Black),4.1,844,69990.0,124900.0,SAMSUNG,50.0,BLACK,4K,Smart TV
156,Foxsky 101.6 cm (40 inches) Full HD Smart LED TV 40FSFHS (Black),3.3,587,12999.0,38499.0,FOXSKY,40.0,BLACK,FULL HD,Smart TV
157,Power Guard 60 cm (24 inches) HD Ready LED TV PG24N (Black),4.1,60,5999.0,12990.0,POWER,24.0,BLACK,HD,LED TV
